,Event,Date,Winner,Fighter 1,Fighter 2,F1 Knockdown,F2 Knockdown,F1 Stike,F2 Strike,F1 Takedown,F2 Takedown,F1 Submission,F2 Submission,Weightclass,Result,Method,Round,Time
1975,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019",Benito Lopez,Benito Lopez,Vince Morales,0,1,54,64,0,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
1976,UFC 239: Jones vs. Santos,"July 06, 2019",Jon Jones,Jon Jones,Thiago Santos,0,0,59,43,0,0,0,0,Light Heavyweight,S-DEC,S-DEC,5,5:00
1977,UFC 239: Jones vs. Santos,"July 06, 2019",Amanda Nunes,Amanda Nunes,Holly Holm,1,0,17,11,0,0,0,0,Women's Bantamweight,KO/TKO,OKick,1,4:10
1978,UFC 239: Jones vs. Santos,"July 06, 2019",Jorge Masvidal,Jorge Masvidal,Ben Askren,1,0,3,0,0,0,0,0,Welterweight,KO/TKO,FlyingKnee,1,0:05
1979,UFC 239: Jones vs. Santos,"July 06, 2019",Jan Blachowicz,Jan Blachowicz,Luke Rockhold,1,0,30,14,0,0,0,0,Light Heavyweight,KO/TKO,Punch,2,1:39
1980,UFC 239: Jones vs. Santos,"July 06, 2019",Michael Chiesa,Michael Chiesa,Diego Sanchez,0,0,47,7,5,1,0,0,Welterweight,U-DEC,U-DEC,3,5:00
1981,UFC 239: Jones vs. Santos,"July 06, 2019",Arnold Allen,Arnold Allen,Gilbert Melendez,0,0,102,23,1,0,0,0,Featherweight,U-DEC,U-DEC,3,5:00
1982,UFC 239: Jones vs. Santos,"July 06, 2019",Marlon Vera,Marlon Vera,Nohelin Hernandez,0,0,10,22,1,1,1,0,Bantamweight,SUB,RearNakedChoke,2,3:25
1983,UFC 239: Jones vs. Santos,"July 06, 2019",Claudia Gadelha,Claudia Gadelha,Randa Markos,0,0,40,25,0,0,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
1984,UFC 239: Jones vs. Santos,"July 06, 2019",Song Yadong,Song Yadong,Alejandro Perez,1,0,8,1,0,0,0,0,Bantamweight,KO/TKO,Punch,1,2:04
1985,UFC 239: Jones vs. Santos,"July 06, 2019",Edmen Shahbazyan,Edmen Shahbazyan,Jack Marshman,0,0,13,0,1,0,1,0,Middleweight,SUB,RearNakedChoke,1,1:12
1986,UFC 239: Jones vs. Santos,"July 06, 2019",Chance Rencountre,Chance Rencountre,Ismail Naurdiev,0,0,4,21,2,2,0,0,Welterweight,U-DEC,U-DEC,3,5:00
1987,UFC 239: Jones vs. Santos,"July 06, 2019",Julia Avila,Julia Avila,Pannie Kianzad,1,0,49,33,0,1,0,0,Women's Bantamweight,U-DEC,U-DEC,3,5:00
1988,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019",Francis Ngannou,Francis Ngannou,Junior Dos Santos,1,0,9,4,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:11
1989,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019",Joseph Benavidez,Joseph Benavidez,Jussier Formiga,1,0,50,15,0,1,0,0,Flyweight,KO/TKO,Punches,2,4:47
1990,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019",Demian Maia,Demian Maia,Anthony Rocco Martin,0,0,3,22,3,0,0,0,Welterweight,M-DEC,M-DEC,3,5:00
1991,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019",Vinc Pichel,Vinc Pichel,Roosevelt Roberts,0,0,60,31,3,2,1,0,Lightweight,U-DEC,U-DEC,3,5:00
1992,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019",Drew Dober,Drew Dober,Marco Polo Reyes,1,0,16,5,0,0,0,0,Lightweight,KO/TKO,Punches,1,1:07
1993,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019",Alonzo Menifield,Alonzo Menifield,Paul Craig,0,0,8,7,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,3:19
1994,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019",Ricardo Ramos,Ricardo Ramos,Journey Newson,0,0,40,38,3,0,0,1,Bantamweight,U-DEC,U-DEC,3,5:00
1995,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019",Eryk Anders,Eryk Anders,Vinicius Moreira,1,0,11,2,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,1:18
1996,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019",Jared Gordon,Jared Gordon,Dan Moret,0,0,48,34,2,2,0,1,Lightweight,U-DEC,U-DEC,3,5:00
1997,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019",Dalcha Lungiambula,Dalcha Lungiambula,Dequan Townsend,1,0,32,13,4,0,0,0,Light Heavyweight,KO/TKO,Punch,3,0:42
1998,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019",Amanda Ribas,Amanda Ribas,Emily Whitmire,0,0,21,7,2,0,2,0,Women's Strawweight,SUB,RearNakedChoke,2,2:10
1999,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019",Maurice Greene,Maurice Greene,Junior Albini,2,0,37,19,0,0,0,0,Heavyweight,KO/TKO,Punch,1,3:38
2000,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019",Chan Sung Jung,Chan Sung Jung,Renato Moicano,1,0,16,0,0,0,0,0,Featherweight,KO/TKO,Punch,1,0:58
2001,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019",Randy Brown,Randy Brown,Bryan Barberena,1,0,89,47,0,0,0,0,Welterweight,KO/TKO,OKick,3,2:54
2002,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019",Andre Ewell,Andre Ewell,Anderson Dos Santos,0,0,73,35,0,2,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
2003,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019",Andrea Lee,Andrea Lee,Montana De La Rosa,0,0,73,14,1,5,0,1,Women's Flyweight,U-DEC,U-DEC,3,5:00
2004,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019",Kevin Holland,Kevin Holland,Alessio Di Chirico,0,0,58,51,0,2,0,0,Middleweight,U-DEC,U-DEC,3,5:00
2005,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019",Dan Ige,Dan Ige,Kevin Aguilar,1,0,71,33,1,1,0,0,Featherweight,U-DEC,U-DEC,3,5:00
2006,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019",Ashley Yoder,Ashley Yoder,Syuri Kondo,0,0,75,23,1,0,0,1,Women's Strawweight,U-DEC,U-DEC,3,5:00
2007,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019",Luis Pena,Luis Pena,Matt Wiman,0,0,87,24,1,1,1,0,Lightweight,KO/TKO,Punches,3,1:14
2008,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019",Jairzinho Rozenstruik,Jairzinho Rozenstruik,Allen Crowder,1,0,4,0,0,0,0,0,Heavyweight,KO/TKO,Punches,1,0:09
2009,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019",Molly McCann,Molly McCann,Ariane Lipski,0,0,108,68,2,0,0,0,Women's Flyweight,U-DEC,U-DEC,3,5:00
2010,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019",Deron Winn,Deron Winn,Eric Spicely,0,0,169,108,0,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
2011,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Henry Cejudo,Henry Cejudo,Marlon Moraes,0,0,90,57,1,0,1,0,Bantamweight,KO/TKO,Punches,3,4:51
2012,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Valentina Shevchenko,Valentina Shevchenko,Jessica Eye,1,0,8,2,2,0,1,0,Women's Flyweight,KO/TKO,OKick,2,0:26
2013,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Tony Ferguson,Tony Ferguson,Donald Cerrone,0,0,104,68,0,1,0,0,Lightweight,KO/TKO,KO/TKO,2,5:00
2014,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Petr Yan,Petr Yan,Jimmie Rivera,2,0,56,73,1,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
2015,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Blagoy Ivanov,Blagoy Ivanov,Tai Tuivasa,1,0,73,64,2,0,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
2016,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Tatiana Suarez,Tatiana Suarez,Nina Nunes,0,0,75,48,4,0,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
2017,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Aljamain Sterling,Aljamain Sterling,Pedro Munhoz,0,0,174,105,0,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
2018,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Alexa Grasso,Alexa Grasso,Karolina Kowalkiewicz,0,0,148,90,0,0,1,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
2019,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Calvin Kattar,Calvin Kattar,Ricardo Lamas,1,0,22,12,0,0,0,0,Featherweight,KO/TKO,Punch,1,4:06
2020,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Yan Xiaonan,Yan Xiaonan,Angela Hill,0,0,94,71,1,1,0,1,Women's Strawweight,U-DEC,U-DEC,3,5:00
2021,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Darren Stewart,Darren Stewart,Bevon Lewis,0,0,30,31,0,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
2022,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Eddie Wineland,Eddie Wineland,Grigory Popov,2,0,74,55,0,0,0,0,Bantamweight,KO/TKO,Punch,2,4:47
2023,UFC 238: Cejudo vs. Moraes,"June 08, 2019",Katlyn Chookagian,Katlyn Chookagian,Joanne Wood,0,0,82,112,0,3,0,0,Women's Flyweight,U-DEC,U-DEC,3,5:00
2024,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019",Anthony Smith,Anthony Smith,Alexander Gustafsson,0,0,49,72,0,1,1,0,Light Heavyweight,SUB,RearNakedChoke,4,2:38
2025,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019",Aleksandar Rakic,Aleksandar Rakic,Jimi Manuwa,1,0,2,2,0,0,0,0,Light Heavyweight,KO/TKO,OKick,1,0:47
2026,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019",Makwan Amirkhani,Makwan Amirkhani,Chris Fishgold,0,0,9,16,1,0,1,0,Featherweight,SUB,AnacondaChoke,2,4:25
2027,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019",Christos Giagos,Christos Giagos,Damir Hadzovic,0,0,47,24,6,1,0,0,Lightweight,U-DEC,U-DEC,3,5:00
2028,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019",Daniel Teymur,Daniel Teymur,Sung Bin Jo,0,0,40,21,1,1,0,1,Featherweight,U-DEC,U-DEC,3,5:00
2029,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019",Sergey Khandozhko,Sergey Khandozhko,Rostem Akman,1,0,60,39,1,2,0,0,Welterweight,U-DEC,U-DEC,3,5:00
2030,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019",Lina Lansberg,Lina Lansberg,Tonya Evinger,0,0,50,6,1,1,0,0,Women's Bantamweight,U-DEC,U-DEC,3,5:00
2031,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019",Leonardo Santos,Leonardo Santos,Stevie Ray,1,0,12,2,0,0,0,0,Lightweight,KO/TKO,Punch,1,2:17
2032,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019",Frank Camacho,Frank Camacho,Nick Hein,0,0,100,37,0,1,0,0,Lightweight,KO/TKO,Punches,2,4:56
2033,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019",Bea Malecki,Bea Malecki,Duda Santana,0,0,19,42,0,3,2,0,Women's Bantamweight,SUB,RearNakedChoke,2,1:59
2034,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019",Devin Clark,Devin Clark,Darko Stosic,0,0,40,26,2,1,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
2035,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019",Joel Alvarez,Joel Alvarez,Danilo Belluardo,0,0,19,13,0,2,0,0,Lightweight,KO/TKO,Punches,2,2:22
2036,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Rafael Dos Anjos,Rafael Dos Anjos,Kevin Lee,0,0,60,35,4,6,1,0,Welterweight,SUB,ArmTriangle,4,3:47
2037,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Ian Heinisch,Ian Heinisch,Antonio Carlos Junior,0,0,39,15,1,4,0,0,Middleweight,U-DEC,U-DEC,3,5:00
2038,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Felicia Spencer,Felicia Spencer,Megan Anderson,0,0,22,3,1,0,1,0,Women's Featherweight,SUB,RearNakedChoke,1,3:24
2039,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Vicente Luque,Vicente Luque,Derrick Krantz,1,0,18,6,0,1,0,0,Welterweight,KO/TKO,Punch,1,3:52
2040,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Charles Oliveira,Charles Oliveira,Nik Lentz,1,0,38,18,0,2,1,0,Lightweight,KO/TKO,Punch,2,2:11
2041,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Davi Ramos,Davi Ramos,Austin Hubbard,0,0,63,44,3,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
2042,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Aspen Ladd,Aspen Ladd,Sijara Eubanks,0,0,69,77,3,2,3,0,Women's Bantamweight,U-DEC,U-DEC,3,5:00
2043,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Desmond Green,Desmond Green,Charles Jourdain,0,0,78,55,4,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
2044,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Michel Pereira,Michel Pereira,Danny Roberts,1,0,6,2,0,0,0,0,Welterweight,KO/TKO,FlyingKnee,1,1:47
2045,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Grant Dawson,Grant Dawson,Michael Trizano,0,0,27,20,3,0,1,0,Featherweight,SUB,RearNakedChoke,2,2:27
2046,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Ed Herman,Ed Herman,Patrick Cummins,1,0,11,22,0,1,0,0,Light Heavyweight,KO/TKO,OKnee,1,3:39
2047,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Zak Cummings,Zak Cummings,Trevin Giles,1,0,34,31,0,0,1,0,Middleweight,SUB,GuillotineChoke,3,4:01
2048,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019",Julio Arce,Julio Arce,Julian Erosa,1,0,74,43,1,0,0,0,Featherweight,KO/TKO,OKick,3,1:49
2049,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Jessica Andrade,Jessica Andrade,Rose Namajunas,0,1,47,55,2,0,0,1,Women's Strawweight,KO/TKO,OSlam,2,2:58
2050,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Jared Cannonier,Jared Cannonier,Anderson Silva,1,0,17,8,0,0,0,0,Middleweight,KO/TKO,OKick,1,4:47
2051,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Alexander Volkanovski,Alexander Volkanovski,Jose Aldo,0,0,95,29,0,0,0,0,Featherweight,U-DEC,U-DEC,3,5:00
2052,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Laureano Staropoli,Laureano Staropoli,Thiago Alves,0,0,54,58,1,1,0,0,Welterweight,U-DEC,U-DEC,3,5:00
2053,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Irene Aldana,Irene Aldana,Bethe Correia,0,0,83,81,0,0,1,0,Women's Bantamweight,SUB,Armbar,3,3:24
2054,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Ryan Spann,Ryan Spann,Rogerio Nogueira,1,0,13,6,1,0,1,0,Light Heavyweight,KO/TKO,Punch,1,2:07
2055,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Thiago Moises,Thiago Moises,Kurt Holobaugh,0,0,66,39,4,2,1,0,Lightweight,U-DEC,U-DEC,3,5:00
2056,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Warlley Alves,Warlley Alves,Sergio Moraes,1,0,72,20,0,0,0,0,Welterweight,KO/TKO,Punch,3,4:13
2057,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Clay Guida,Clay Guida,BJ Penn,0,0,80,64,1,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
2058,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Luana Carolina,Luana Carolina,Priscila Cachoeira,1,0,111,69,0,0,3,0,Women's Flyweight,U-DEC,U-DEC,3,5:00
2059,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Raoni Barcelos,Raoni Barcelos,Carlos Huachin,1,0,59,20,0,0,1,0,Bantamweight,KO/TKO,Elbows,2,4:49
2060,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Viviane Araujo,Viviane Araujo,Talita Bernardo,1,0,61,46,3,0,0,0,Women's Bantamweight,KO/TKO,Punch,3,0:48
2061,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019",Donald Cerrone,Donald Cerrone,Al Iaquinta,2,0,138,90,0,0,0,0,Lightweight,U-DEC,U-DEC,5,5:00
2062,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019",Derek Brunson,Derek Brunson,Elias Theodorou,0,0,56,65,4,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
2063,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019",Shane Burgos,Shane Burgos,Cub Swanson,0,0,134,129,0,0,0,0,Featherweight,S-DEC,S-DEC,3,5:00
2064,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019",Merab Dvalishvili,Merab Dvalishvili,Brad Katona,0,0,55,32,5,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
2065,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019",Walt Harris,Walt Harris,Serghei Spivac,1,0,17,1,0,0,0,0,Heavyweight,KO/TKO,Knees,1,0:50
2066,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019",Andrew Sanchez,Andrew Sanchez,Marc-Andre Barriault,0,0,72,69,2,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
2067,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019",Macy Chiasson,Macy Chiasson,Sarah Moras,0,0,43,9,0,1,0,1,Women's Bantamweight,KO/TKO,Punches,2,2:22
2068,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019",Vince Morales,Vince Morales,Aiemann Zahabi,0,0,59,28,0,1,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
2069,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019",Nordine Taleb,Nordine Taleb,Kyle Prepolec,0,0,90,52,0,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
2070,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019",Matt Sayles,Matt Sayles,Kyle Nelson,0,0,75,26,0,2,1,4,Featherweight,SUB,ArmTriangle,3,3:16
2071,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019",Arjan Bhullar,Arjan Bhullar,Juan Adams,0,0,41,81,2,0,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
2072,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019",Cole Smith,Cole Smith,Mitch Gagnon,0,1,38,15,2,0,2,2,Bantamweight,U-DEC,U-DEC,3,5:00
2073,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Jack Hermansson,Jack Hermansson,Jacare Souza,0,0,148,90,3,0,1,0,Middleweight,U-DEC,U-DEC,5,5:00
2074,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Greg Hardy,Greg Hardy,Dmitrii Smoliakov,0,0,14,1,0,0,0,0,Heavyweight,KO/TKO,Punches,1,2:15
2075,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Mike Perry,Mike Perry,Alex Oliveira,0,0,65,48,0,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
2076,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Glover Teixeira,Glover Teixeira,Ion Cutelaba,0,0,30,74,0,0,1,0,Light Heavyweight,SUB,RearNakedChoke,2,3:37
2077,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Cory Sandhagen,Cory Sandhagen,John Lineker,0,0,120,106,2,1,0,1,Bantamweight,S-DEC,S-DEC,3,5:00
2078,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Roosevelt Roberts,Roosevelt Roberts,Thomas Gifford,0,0,53,30,2,1,0,0,Lightweight,U-DEC,U-DEC,3,5:00
2079,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Takashi Sato,Takashi Sato,Ben Saunders,1,0,28,46,0,0,0,0,Welterweight,KO/TKO,Elbows,2,1:18
2080,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Augusto Sakai,Augusto Sakai,Andrei Arlovski,0,0,42,75,0,0,0,0,Heavyweight,S-DEC,S-DEC,3,5:00
2081,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Carla Esparza,Carla Esparza,Virna Jandiroba,0,0,25,17,4,3,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
2082,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Gilbert Burns,Gilbert Burns,Mike Davis,0,0,49,13,3,0,1,0,Lightweight,SUB,RearNakedChoke,2,4:15
2083,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Jim Miller,Jim Miller,Jason Gonzalez,0,0,6,10,2,0,1,0,Lightweight,SUB,RearNakedChoke,1,2:12
2084,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Angela Hill,Angela Hill,Jodie Esquibel,0,0,117,57,0,0,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
2085,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019",Dhiego Lima,Dhiego Lima,Court McGee,0,1,65,65,0,0,0,0,Welterweight,S-DEC,S-DEC,3,5:00
2086,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019",Alistair Overeem,Alistair Overeem,Aleksei Oleinik,1,0,29,38,0,0,0,0,Heavyweight,KO/TKO,OKnee,1,4:45
2087,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019",Islam Makhachev,Islam Makhachev,Arman Tsarukyan,0,0,14,13,4,1,0,0,Lightweight,U-DEC,U-DEC,3,5:00
2088,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019",Sergei Pavlovich,Sergei Pavlovich,Marcelo Golm,1,0,17,5,0,0,0,0,Heavyweight,KO/TKO,Punches,1,1:06
2089,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019",Roxanne Modafferi,Roxanne Modafferi,Antonina Shevchenko,0,0,33,64,5,0,0,0,Women's Flyweight,S-DEC,S-DEC,3,5:00
2090,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019",Krzysztof Jotko,Krzysztof Jotko,Alen Amedovski,0,0,43,6,4,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
2091,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019",Movsar Evloev,Movsar Evloev,SeungWoo Choi,0,0,50,26,5,0,0,0,Featherweight,U-DEC,U-DEC,3,5:00
2092,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019",Sultan Aliev,Sultan Aliev,Keita Nakamura,0,0,25,29,2,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
2093,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019",Alexander Yakovlev,Alexander Yakovlev,Alex Da Silva,0,0,14,8,1,1,1,0,Lightweight,SUB,ultzFrontHeadlock,2,3:10
2094,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019",Shamil Abdurakhimov,Shamil Abdurakhimov,Marcin Tybura,1,0,36,28,0,0,0,0,Heavyweight,KO/TKO,Punches,2,3:15
2095,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019",Michal Oleksiejczuk,Michal Oleksiejczuk,Gadzhimurad Antigulov,3,0,8,6,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:44
2096,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019",Magomed Mustafaev,Magomed Mustafaev,Rafael Fiziev,1,0,10,1,0,0,0,0,Lightweight,KO/TKO,SpinningBackKick,1,1:26
2097,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Dustin Poirier,Dustin Poirier,Max Holloway,0,0,178,181,1,0,0,1,Lightweight,U-DEC,U-DEC,5,5:00
2098,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Israel Adesanya,Israel Adesanya,Kelvin Gastelum,4,0,109,91,0,1,2,0,Middleweight,U-DEC,U-DEC,5,5:00
2099,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Khalil Rountree Jr.,Khalil Rountree Jr.,Eryk Anders,4,0,79,16,0,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
2100,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Dwight Grant,Dwight Grant,Alan Jouban,0,0,38,24,0,1,0,0,Welterweight,S-DEC,S-DEC,3,5:00
2101,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Nikita Krylov,Nikita Krylov,Ovince Saint Preux,0,0,27,4,1,3,2,0,Light Heavyweight,SUB,RearNakedChoke,2,2:30
2102,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Matt Frevola,Matt Frevola,Jalin Turner,0,0,31,35,4,0,2,1,Lightweight,U-DEC,U-DEC,3,5:00
2103,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Alexandre Pantoja,Alexandre Pantoja,Wilson Reis,1,0,23,1,0,1,0,0,Flyweight,KO/TKO,Punch,1,2:58
2104,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Max Griffin,Max Griffin,Zelim Imadaev,0,0,47,64,6,0,3,0,Welterweight,M-DEC,M-DEC,3,5:00
2105,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Khalid Taha,Khalid Taha,Boston Salmon,1,0,5,0,0,0,0,0,Bantamweight,KO/TKO,Punch,1,0:25
2106,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Belal Muhammad,Belal Muhammad,Curtis Millender,0,0,47,48,2,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
2107,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Montel Jackson,Montel Jackson,Andre Soukhamthath,0,0,64,30,3,1,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
2108,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Poliana Botelho,Poliana Botelho,Lauren Mueller,0,0,47,47,2,0,0,0,Women's Flyweight,U-DEC,U-DEC,3,5:00
2109,UFC 236: Holloway vs. Poirier 2,"April 13, 2019",Brandon Davis,Brandon Davis,Randy Costa,0,0,35,46,0,0,1,0,Bantamweight,SUB,RearNakedChoke,2,1:12
2110,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019",Justin Gaethje,Justin Gaethje,Edson Barboza,1,0,20,13,0,0,0,0,Lightweight,KO/TKO,Punch,1,2:30
2111,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019",Jack Hermansson,Jack Hermansson,David Branch,0,0,3,1,1,0,1,0,Middleweight,SUB,GuillotineChoke,1,0:49
