,Event,Date,Winner,Loser,Knockdown # W,Knockdown # L,Stike # W,Strike # L,Takedown # W,Takedown # L,Submission # W,Submission # L,Weightclass,Result,Method,Round,Time
154,UFC 285: Jones vs. Gane,"March 04, 2023",Ian Garry,Song Kenan,1,1,127,55,0,2,0,0,Welterweight,KO/TKO,Punches,3,4:22
155,UFC 285: Jones vs. Gane,"March 04, 2023",Cameron Saaiman,Mana Martinez,1,0,117,60,1,0,0,0,Bantamweight,M-DEC,M-DEC,3,5:00
156,UFC 285: Jones vs. Gane,"March 04, 2023",Tabatha Ricci,Jessica Penne,0,0,36,6,4,0,1,0,Women's Strawweight,SUB,Armbar,2,2:14
157,UFC 285: Jones vs. Gane,"March 04, 2023",Farid Basharat,Da'Mon Blackshear,0,0,58,46,3,1,0,1,Bantamweight,U-DEC,U-DEC,3,5:00
158,UFC 285: Jones vs. Gane,"March 04, 2023",Loik Radzhabov,Esteban Ribovics,0,1,40,66,11,0,0,1,Lightweight,U-DEC,U-DEC,3,5:00
159,UFC Fight Night: Muniz vs. Allen,"February 25, 2023",Brendan Allen,Andre Muniz,0,0,42,43,1,0,2,0,Middleweight,SUB,RearNakedChoke,3,4:25
160,UFC Fight Night: Muniz vs. Allen,"February 25, 2023",Augusto Sakai,Don'Tale Mayes,0,0,53,29,1,0,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
161,UFC Fight Night: Muniz vs. Allen,"February 25, 2023",Tatiana Suarez,Montana De La Rosa,0,0,10,5,2,0,1,0,Women's Flyweight,SUB,GuillotineChoke,2,2:51
162,UFC Fight Night: Muniz vs. Allen,"February 25, 2023",Mike Malott,Yohan Lainesse,0,0,9,1,1,0,1,0,Welterweight,SUB,ArmTriangle,1,4:15
163,UFC Fight Night: Muniz vs. Allen,"February 25, 2023",Trevor Peek,Erick Gonzalez,2,0,51,7,0,4,0,0,Lightweight,KO/TKO,Punch,1,4:59
164,UFC Fight Night: Muniz vs. Allen,"February 25, 2023",Jasmine Jasudavicius,Gabriella Fernandes,0,0,24,26,4,0,0,0,Women's Flyweight,U-DEC,U-DEC,3,5:00
165,UFC Fight Night: Muniz vs. Allen,"February 25, 2023",Jordan Leavitt,Victor Martinez,1,0,17,7,0,0,0,0,Lightweight,KO/TKO,Knees,1,2:27
166,UFC Fight Night: Muniz vs. Allen,"February 25, 2023",Ode Osbourne,Charles Johnson,0,0,48,60,3,1,0,0,Catch Weight,S-DEC,S-DEC,3,5:00
167,UFC Fight Night: Muniz vs. Allen,"February 25, 2023",Joe Solecki,Carl Deaton,0,0,2,1,2,0,3,0,Lightweight,SUB,RearNakedChoke,2,4:55
168,UFC Fight Night: Muniz vs. Allen,"February 25, 2023",Nurullo Aliev,Rafael Alves,0,0,19,6,3,0,0,2,Lightweight,M-DEC,M-DEC,3,5:00
169,UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Erin Blanchfield,Jessica Andrade,0,0,51,53,1,0,1,0,Women's Flyweight,SUB,RearNakedChoke,2,1:37
170,UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Zac Pauga,Jordan Wright,0,0,59,29,0,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
171,UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Jamal Pogues,Josh Parisian,0,0,33,37,5,1,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
172,UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Marcin Prachnio,William Knight,0,0,79,8,0,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
173,UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Alexander Hernandez,Jim Miller,0,0,108,67,0,0,0,1,Lightweight,U-DEC,U-DEC,3,5:00
174,UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Nazim Sadykhov,Evan Elder,0,1,64,70,1,1,0,0,Lightweight,KO/TKO,KO/TKO,3,0:38
175,UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Mayra Bueno Silva,Lina Lansberg,0,0,39,25,2,0,1,0,Women's Bantamweight,SUB,Kneebar,2,4:45
176,UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Jamall Emmers,Khusein Askhabov,0,0,62,30,1,0,0,0,Featherweight,U-DEC,U-DEC,3,5:00
177,UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Philipe Lins,Ovince Saint Preux,1,0,18,1,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:49
178,UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",AJ Fletcher,Themba Gorimbo,0,0,7,6,0,2,1,0,Welterweight,SUB,GuillotineChoke,2,1:37
179,UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Clayton Carpenter,Juancamilo Ronderos,0,0,3,1,0,1,3,0,Flyweight,SUB,RearNakedChoke,1,3:13
180,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Islam Makhachev,Alexander Volkanovski,0,1,57,70,4,0,0,0,Lightweight,U-DEC,U-DEC,5,5:00
181,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Yair Rodriguez,Josh Emmett,0,0,62,22,0,1,1,0,Featherweight,SUB,TriangleChoke,2,4:19
182,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Jack Della Maddalena,Randy Brown,1,0,14,11,0,0,1,0,Welterweight,SUB,RearNakedChoke,1,2:13
183,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Justin Tafa,Parker Porter,1,0,8,7,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:06
184,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Draw,Alonzo Menifield,0,2,31,56,6,0,3,0,Light Heavyweight,M-DEC,M-DEC,3,5:00
185,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Modestas Bukauskas,Tyson Pedro,0,0,44,45,0,2,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
186,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Josh Culibao,Melsik Baghdasaryan,0,0,16,26,0,0,1,0,Featherweight,SUB,RearNakedChoke,2,2:02
187,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Kleydson Rodrigues,Shannon Ross,1,0,14,1,0,0,0,0,Flyweight,KO/TKO,Punches,1,0:59
188,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Jamie Mullarkey,Francisco Prado,0,0,59,28,3,0,0,1,Lightweight,U-DEC,U-DEC,3,5:00
189,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Jack Jenkins,Don Shainis,0,0,82,50,4,1,0,2,Featherweight,U-DEC,U-DEC,3,5:00
190,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Loma Lookboonmee,Elise Reed,0,0,17,17,2,0,1,0,Women's Strawweight,SUB,RearNakedChoke,2,0:44
191,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Blake Bilder,Shane Young,0,0,111,80,1,0,0,0,Featherweight,U-DEC,U-DEC,3,5:00
192,UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Elves Brener,Zubaira Tukhugov,0,0,69,70,0,0,0,0,Lightweight,S-DEC,S-DEC,3,5:00
193,UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Serghei Spivac,Derrick Lewis,0,0,12,0,6,0,1,0,Heavyweight,SUB,ArmTriangle,1,3:05
194,UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Devin Clark,Da Woon Jung,0,0,39,18,3,1,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
195,UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Marcin Tybura,Blagoy Ivanov,0,0,40,34,1,0,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
196,UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Draw,Kyle Nelson,0,0,50,20,0,5,0,0,Featherweight,M-DEC,M-DEC,3,5:00
197,UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Adam Fugitt,Yusaku Kinoshita,0,0,21,10,4,0,0,0,Welterweight,KO/TKO,Elbows,1,4:36
198,UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Anshul Jubli,Jeka Saragih,0,0,38,14,2,0,1,0,Lightweight,KO/TKO,Elbows,2,3:44
199,UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",JeongYeong Lee,Yizha,0,0,25,24,0,5,0,0,Featherweight,S-DEC,S-DEC,3,5:00
200,UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Rinya Nakamura,Toshiomi Kazama,2,0,11,4,0,0,0,0,Bantamweight,KO/TKO,Punch,1,0:33
201,UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",HyunSung Park,SeungGuk Choi,0,1,38,20,1,0,3,0,Flyweight,SUB,RearNakedChoke,3,3:11
202,UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",JunYong Park,Denis Tiuliulin,0,0,25,8,1,0,1,0,Middleweight,SUB,RearNakedChoke,1,4:05
203,UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Tatsuro Taira,Jesus Aguilar,0,0,1,2,1,0,2,1,Flyweight,SUB,TriangleArmbar,1,4:20
204,UFC 283: Teixeira vs. Hill,"January 21, 2023",Jamahal Hill,Glover Teixeira,0,0,232,75,0,2,0,0,Light Heavyweight,U-DEC,U-DEC,5,5:00
205,UFC 283: Teixeira vs. Hill,"January 21, 2023",Brandon Moreno,Deiveson Figueiredo,0,0,48,19,3,1,0,2,Flyweight,KO/TKO,KO/TKO,3,5:00
206,UFC 283: Teixeira vs. Hill,"January 21, 2023",Gilbert Burns,Neil Magny,0,0,5,4,1,0,1,0,Welterweight,SUB,ArmTriangle,1,4:15
207,UFC 283: Teixeira vs. Hill,"January 21, 2023",Jessica Andrade,Lauren Murphy,0,0,231,100,1,0,0,0,Women's Flyweight,U-DEC,U-DEC,3,5:00
208,UFC 283: Teixeira vs. Hill,"January 21, 2023",Johnny Walker,Paul Craig,1,0,16,3,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,2:16
209,UFC 283: Teixeira vs. Hill,"January 21, 2023",Ihor Potieria,Mauricio Rua,1,0,21,17,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,4:05
210,UFC 283: Teixeira vs. Hill,"January 21, 2023",Brunno Ferreira,Gregory Rodrigues,1,0,22,21,0,0,0,0,Middleweight,KO/TKO,Punch,1,4:13
211,UFC 283: Teixeira vs. Hill,"January 21, 2023",Thiago Moises,Melquizael Costa,0,0,22,23,4,0,1,0,Lightweight,SUB,RearNakedChoke,2,4:05
212,UFC 283: Teixeira vs. Hill,"January 21, 2023",Gabriel Bonfim,Mounir Lazzez,0,0,9,9,0,0,1,0,Welterweight,SUB,GuillotineChoke,1,0:49
213,UFC 283: Teixeira vs. Hill,"January 21, 2023",Jailton Almeida,Shamil Abdurakhimov,0,0,45,1,3,0,0,0,Heavyweight,KO/TKO,Punches,2,2:56
214,UFC 283: Teixeira vs. Hill,"January 21, 2023",Cody Stamann,Luan Lacerda,0,0,103,80,0,1,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
215,UFC 283: Teixeira vs. Hill,"January 21, 2023",Ismael Bonfim,Terrance McKinney,1,0,34,14,1,0,0,0,Lightweight,KO/TKO,FlyingKnee,2,2:17
216,UFC 283: Teixeira vs. Hill,"January 21, 2023",Nicolas Dalby,Warlley Alves,0,0,119,66,0,1,0,0,Welterweight,S-DEC,S-DEC,3,5:00
217,UFC 283: Teixeira vs. Hill,"January 21, 2023",Josiane Nunes,Zarah Fairn,0,0,102,117,0,0,0,0,Women's Featherweight,U-DEC,U-DEC,3,5:00
218,UFC 283: Teixeira vs. Hill,"January 21, 2023",Daniel Marcos,Saimon Oliveira,1,0,53,23,0,0,0,0,Bantamweight,KO/TKO,Knees,2,2:18
219,UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Sean Strickland,Nassourdine Imavov,0,0,182,123,1,0,0,0,Light Heavyweight,U-DEC,U-DEC,5,5:00
220,UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Dan Ige,Damon Jackson,1,0,34,36,1,0,0,0,Featherweight,KO/TKO,Punch,2,4:13
221,UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Roman Kopylov,Punahele Soriano,0,0,82,39,1,0,0,0,Middleweight,KO/TKO,OKick,2,3:19
222,UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Raquel Pennington,Ketlen Vieira,0,0,81,64,0,0,0,0,Women's Bantamweight,S-DEC,S-DEC,3,5:00
223,UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Umar Nurmagomedov,Raoni Barcelos,1,0,36,13,0,0,0,0,Bantamweight,KO/TKO,Punch,1,4:40
224,UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Javid Basharat,Mateus Mendonca,0,0,95,29,3,2,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
225,UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Abdul Razak Alhassan,Claudio Ribeiro,1,0,17,19,0,0,0,0,Middleweight,KO/TKO,Punches,2,0:28
226,UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Mateusz Rebecki,Nick Fiore,0,0,89,34,3,1,0,0,Lightweight,U-DEC,U-DEC,3,5:00
227,UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Allan Nascimento,Carlos Hernandez,0,0,6,3,2,0,1,0,Flyweight,SUB,RearNakedChoke,1,3:16
228,UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Dan Argueta,Nick Aguirre,0,0,47,14,4,0,2,1,Featherweight,U-DEC,U-DEC,3,5:00
229,UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Charles Johnson,Jimmy Flick,0,0,34,7,0,1,0,0,Flyweight,KO/TKO,Punches,1,4:33
230,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Jared Cannonier,Sean Strickland,0,0,141,152,0,1,0,0,Middleweight,S-DEC,S-DEC,5,5:00
231,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Arman Tsarukyan,Damir Ismagulov,0,0,34,36,7,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
232,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Amir Albazi,Alessandro Costa,2,0,37,17,1,0,0,0,Flyweight,KO/TKO,Punch,3,2:13
233,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Alex Caceres,Julian Erosa,1,0,16,10,0,0,0,0,Featherweight,KO/TKO,OKick,1,3:04
234,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Drew Dober,Bobby Green,1,0,34,73,0,0,0,0,Lightweight,KO/TKO,Punch,2,2:45
235,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Michal Oleksiejczuk,Cody Brundage,0,0,15,0,0,3,0,0,Middleweight,KO/TKO,Punch,1,3:16
236,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Cory McKenna,Cheyanne Vlismas,0,0,22,33,2,0,0,1,Women's Strawweight,U-DEC,U-DEC,3,5:00
237,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Matthew Semelsberger,Jake Matthews,3,0,45,32,3,1,0,1,Welterweight,U-DEC,U-DEC,3,5:00
238,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Said Nurmagomedov,Saidyokub Kakhramonov,0,0,7,11,0,5,3,1,Bantamweight,SUB,GuillotineChoke,2,3:50
239,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Rafa Garcia,Maheshate,0,0,49,25,6,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
240,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Rinat Fakhretdinov,Bryan Battle,1,0,43,3,7,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
241,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Manel Kape,David Dvorak,1,0,58,33,0,2,2,0,Flyweight,U-DEC,U-DEC,3,5:00
242,UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Sergey Morozov,Journey Newson,0,0,30,26,6,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
243,UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Draw,Magomed Ankalaev,0,0,55,78,0,2,0,0,Light Heavyweight,S-DEC,S-DEC,5,5:00
244,UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Paddy Pimblett,Jared Gordon,0,0,63,60,0,3,0,0,Lightweight,U-DEC,U-DEC,3,5:00
245,UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Santiago Ponzinibbio,Alex Morono,1,1,66,38,0,0,0,0,Catch Weight,KO/TKO,Punches,3,2:29
246,UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Dricus Du Plessis,Darren Till,0,0,86,35,6,1,3,0,Middleweight,SUB,NeckCrank,3,2:43
247,UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Ilia Topuria,Bryce Mitchell,1,0,40,36,0,1,1,0,Featherweight,SUB,ArmTriangle,2,3:10
248,UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Raul Rosas Jr.,Jay Perrin,0,0,3,4,2,0,2,0,Bantamweight,SUB,NeckCrank,1,2:44
249,UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Jairzinho Rozenstruik,Chris Daukaus,1,0,12,1,0,0,0,0,Heavyweight,KO/TKO,Punch,1,0:23
250,UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Edmen Shahbazyan,Dalcha Lungiambula,0,0,54,23,0,0,0,0,Middleweight,KO/TKO,Punches,2,4:41
251,UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Chris Curtis,Joaquin Buckley,1,0,36,50,0,0,0,0,Middleweight,KO/TKO,Punch,2,2:49
252,UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Billy Quarantillo,Alexander Hernandez,0,0,87,48,2,2,0,1,Featherweight,KO/TKO,Punches,2,4:30
253,UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",TJ Brown,Erik Silva,0,0,24,21,2,3,1,0,Featherweight,SUB,ArmTriangle,3,3:41
254,UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Cameron Saaiman,Steven Koslow,0,0,53,11,0,5,0,1,Bantamweight,KO/TKO,Punches,3,4:13
255,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Stephen Thompson,Kevin Holland,0,0,163,119,0,2,0,0,Welterweight,KO/TKO,KO/TKO,4,5:00
256,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Rafael Dos Anjos,Bryan Barberena,0,0,20,14,4,0,2,0,Welterweight,SUB,RearNakedChoke,2,3:20
257,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Matheus Nicolau,Matt Schnell,2,0,32,20,1,0,0,0,Flyweight,KO/TKO,Punch,2,1:44
258,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Sergei Pavlovich,Tai Tuivasa,2,0,23,2,0,0,0,0,Heavyweight,KO/TKO,Punches,1,0:54
259,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Roman Dolidze,Jack Hermansson,0,0,25,47,0,2,3,0,Middleweight,KO/TKO,Punches,2,4:06
260,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Eryk Anders,Kyle Daukaus,1,0,49,37,1,0,0,0,Middleweight,KO/TKO,Punches,2,2:45
261,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Phil Rowe,Niko Price,0,0,63,110,1,0,2,0,Welterweight,KO/TKO,Punches,3,3:26
262,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Angela Hill,Emily Ducote,0,0,182,71,0,0,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
263,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Clay Guida,Scott Holtzman,0,0,66,65,4,0,0,0,Lightweight,S-DEC,S-DEC,3,5:00
264,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Michael Johnson,Marc Diakiese,0,0,83,55,0,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
265,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Jonathan Pearce,Darren Elkins,0,0,110,57,2,2,0,0,Featherweight,U-DEC,U-DEC,3,5:00
266,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Natan Levy,Genaro Valdez,0,0,67,49,6,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
267,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Francis Marshall,Marcelo Rojo,1,0,23,31,1,0,0,0,Featherweight,KO/TKO,Punch,2,1:14
268,UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Yazmin Jauregui,Istela Nunes,2,1,67,36,0,0,0,0,Women's Strawweight,KO/TKO,Punches,2,4:06
269,UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Kennedy Nzechukwu,Ion Cutelaba,1,0,24,9,0,2,0,0,Light Heavyweight,KO/TKO,OKnee,2,1:02
270,UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Waldo Cortes-Acosta,Chase Sherman,0,0,147,66,0,1,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
271,UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Muslim Salikhov,Andre Fialho,0,0,56,17,1,0,0,0,Welterweight,KO/TKO,OKick,3,1:03
272,UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Jack Della Maddalena,Danny Roberts,2,0,33,5,0,0,0,0,Welterweight,KO/TKO,Punches,1,3:24
273,UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Charles Johnson,Zhalgas Zhumagulov,0,0,115,119,0,1,0,0,Flyweight,S-DEC,S-DEC,3,5:00
274,UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Jennifer Maia,Maryna Moroz,0,0,109,80,0,0,0,0,Women's Flyweight,U-DEC,U-DEC,3,5:00
275,UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Miles Johns,Vince Morales,0,0,38,39,1,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
276,UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Ricky Turcios,Kevin Natividad,0,1,68,41,2,7,1,0,Bantamweight,S-DEC,S-DEC,3,5:00
277,UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Vanessa Demopoulos,Maria Oliveira,1,0,55,83,2,0,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
278,UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Brady Hiestand,Fernie Garcia,0,0,19,21,3,1,1,1,Bantamweight,U-DEC,U-DEC,3,5:00
279,UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Natalia Silva,Tereza Bleda,1,0,45,18,0,1,0,2,Women's Flyweight,KO/TKO,SpinningBackKick,3,1:27
280,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Alex Pereira,Israel Adesanya,0,0,91,86,1,1,0,0,Middleweight,KO/TKO,Punches,5,2:01
281,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Zhang Weili,Carla Esparza,0,0,37,6,0,1,1,0,Women's Strawweight,SUB,RearNakedChoke,2,1:05
282,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Dustin Poirier,Michael Chandler,0,0,38,43,0,3,2,0,Lightweight,SUB,RearNakedChoke,3,2:00
283,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Chris Gutierrez,Frankie Edgar,1,0,10,2,0,0,0,0,Bantamweight,KO/TKO,OKnee,1,2:01
284,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Dan Hooker,Claudio Puelles,1,0,29,5,0,0,1,1,Lightweight,KO/TKO,OKick,2,4:06
285,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Renato Moicano,Brad Riddell,0,0,10,14,0,0,1,0,Lightweight,SUB,RearNakedChoke,1,3:20
286,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Ryan Spann,Dominick Reyes,1,0,8,5,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,1:20
287,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Erin Blanchfield,Molly McCann,0,0,25,7,1,0,2,0,Women's Flyweight,SUB,Kimura,1,3:37
288,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Andre Petroski,Wellington Turman,0,0,42,41,8,1,2,1,Middleweight,U-DEC,U-DEC,3,5:00
289,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Matt Frevola,Ottman Azaitar,1,0,11,10,0,0,0,0,Lightweight,KO/TKO,Punch,1,2:30
290,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Karolina Kowalkiewicz,Silvana Gomez Juarez,0,0,74,77,2,0,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
291,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Michael Trizano,SeungWoo Choi,2,1,32,26,0,0,0,0,Featherweight,KO/TKO,Punch,1,4:51
292,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Montel Jackson,Julio Arce,1,0,48,26,0,1,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
293,UFC 281: Adesanya vs. Pereira,"November 12, 2022",Carlos Ulberg,Nicolae Negumereanu,1,0,14,2,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,3:44
294,UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Amanda Lemos,Marina Rodriguez,0,0,29,19,1,0,1,0,Women's Strawweight,KO/TKO,Punches,3,0:54
295,UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Neil Magny,Daniel Rodriguez,0,0,57,66,5,0,1,0,Welterweight,SUB,D'ArceChoke,3,3:33
296,UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Shayilan Nuerdanbieke,Darrick Minner,1,0,19,5,0,0,0,0,Featherweight,KO/TKO,Elbows,1,1:07
297,UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Tagir Ulanbekov,Nate Maness,0,0,4,4,1,0,1,0,Flyweight,SUB,GuillotineChoke,1,2:11
298,UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Grant Dawson,Mark Madsen,1,0,33,15,2,0,2,0,Lightweight,SUB,RearNakedChoke,3,2:05
299,UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Miranda Maverick,Shanna Young,0,0,63,29,5,0,1,0,Women's Flyweight,U-DEC,U-DEC,3,5:00
300,UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Mario Bautista,Benito Lopez,0,0,44,17,1,0,3,0,Bantamweight,SUB,TriangleArmbar,1,4:54
301,UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Polyana Viana,Jinh Yu Frey,1,0,11,6,0,0,0,0,Women's Strawweight,KO/TKO,Punches,1,0:47
302,UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Johnny Munoz,Liudvik Sholinian,0,0,78,56,2,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
303,UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Jake Hadley,Carlos Candelario,0,0,90,69,0,1,1,0,Flyweight,SUB,TriangleChoke,2,2:39
304,UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Tamires Vidal,Ramona Pascual,1,0,17,13,0,0,0,0,Women's Bantamweight,KO/TKO,FlyingKnee,1,3:06
305,UFC Fight Night: Kattar vs. Allen,"October 29, 2022",Arnold Allen,Calvin Kattar,0,0,28,14,0,0,0,0,Featherweight,KO/TKO,KO/TKO,2,0:08
